Words,Rank,Frequency 
"Chris Paine’s “Revenge of the Electric Car,” the follow-up to “Who Killed the Electric Car?,” is a slick, enjoyable valentine to a retooling industry.",16835,1
"“The Informant!” is a smart, cynical movie about how we buy now — oops, I mean, how we live now.",16836,1
"The daughter of the screenwriter Roger Towne directs, writes and stars in her own film, “I Am I.”",16837,1
And rides and rides. The usual.,16838,1
"Extremely mannered tale of Manhattan, or something. Picture also has a floor fetish.",16839,1
"Anemic little musical, squeaked by in wartime.",16840,1
Milanese gangsters. The usual.,16841,1
Tycoon murdered by secretary.,16842,1
"This riveting documentary explores Kids on Fire, a summer camp in Devils Lake, N.D., that grooms children to be soldiers in ""God's army.""",16843,1
“Slow Burn” is a wooden police thriller that is as dull as it is impenetrable and ultimately beyond ludicrous.,16844,1
And mice squeak. War adventure about Japanese plot to destroy oil fields.,16845,1
"Vengeful cop wakes up from coma. Of this genre, not bad.",16846,1
Natalie Portman and Ashton Kutcher star in a brisk romantic comedy distinguished by a dose of semi-cynical sexual candor.,16847,1
A filmmaker turns the camera on her yearlong relationship with a would-be performance artist. Neither one seems to be good dating material.,16848,1
"The ghost of Willy Loman hovers over this film from Asghar Farhadi, but it seems occupied with its own dramatic issues, our critic writes.",16849,1
"Florida fruit-pickers. Surprisingly well turned, flavorsome melodrama, neat trouping by Sheridan and Reagan.",16850,1
The movie recalls &#8220;Pulp Fiction&#8221; in its collection of human types and its surreal violence.,16851,1
"In “The Empty Hours,” a 17-year-old looking after his uncle’s hotel connects with a woman who is a regular guest.",16852,1
Two plain people in love. Beautiful expansion of Chayevsky's early TV drama.,16853,1
"The film uses three plotlines that take place during successive World Cups, in 2002, 2006 and 2010.",16854,1
Hit man has affair with mother of boy who saw killing.,16855,1
Winning antique about perky salesgirl after her boss. Buoyant Bow is delightful.,16856,1
"Chris Bell, using his own family as a window onto the subject, examines why Americans take far too many prescription drugs.",16857,1
Young people trapped in desert town. Quirky and low-key.,16858,1
"This opus by the writer and director Shunji Iwai is an epic about junior high alienation and the wanton cruelty of early teenagers: &quot;I Vitelloni,&quot; Fellini's realist masterpiece about alienated youth, with an even more self-absorbed and dangerous crowd. Their misbehavior is all the more awful because it doesn't stem from rage or volatility; these kids are just caught up in the hormonal surges that often lead to casual brutality. The movie follows several roving bands of boys and girls as they intermingle, often physically and in emotionally violent ways, and it chronicles the resultant power plays. The mounting insensitivity leads to a climax that's an adolescent version of a Hitchcock crime scene. &#151; Elvis Mitchell",16859,1
This documentary is not about the meat of the backyard-barbecue variety.,16860,1
Outliers in the high school social strata take their witch-enabled revenge on the popular kids in “All Cheerleaders Die.”,16861,1
"“Red Hook Summer,” directed by Spike Lee, looks at African-American resilience in a struggling New York City neighborhood.",16862,1
"Nice, forgettable little story of shy London hairdresser and the women in his life.",16863,1
Obnoxious salesman and touchy exec on the road. Lopsided but often funny.,16864,1
Boy matures on cattle drive. Harmless.,16865,1
"Good tough sequel, now avenging a slain pal. On-target again.",16866,1
Dweadful.,16867,1
"This drama about intersecting love lives features themes like betrayal, identity and art. Religion appears, too, in the film, set in Austin, Tex.",16868,1
"The mythical characters in this colorful melodrama that retells a portion of the Indian epic &quot;Mahabarata&quot; have the oversize egos and passions of figures from Greek  mythology, and as in ancient Greece, the relationship between gods and humans is  intimate and unpredictable. The action is set in the distant past during a disastrous 10-year drought. The essence of the story is a seething family drama of rivalries, jealousies  and betrayals that culminate with a &quot;Hamlet&quot;-like play-within-a-play. Larded with   elaborate song-and-dance numbers, the movie is a stylistic hybrid of Indian art film and  Bollywood entertainment. &#151; Stephen Holden",16869,1
Canadian Mountie must save Semi-Happy Valley from villain. Likable family entertainment.,16870,1
"Charlie's Klondike caper. Nothing like it, including a tasty shoe.",16871,1
"Camelot, of course. Very scenic, quite literate, though uneven. Not bad of this kind.",16872,1
"Sylvia Plath's autobiographical novel of aspiring poet's nervous breakdown. Miscast, unconvincing, flat.",16873,1
"Mexican dance-hall girl, smitten caballero.",16874,1
Peter Berg’s film dramatizes a familiar story and stands as a work of popular narrative for an age of corporate impunity.,16875,1
Thirteen rape victims become kung-fu-fighting nuns in 19th-century China. Originally 3-D.,16876,1
"Trappers and colony founders. Burly, biting adventure, compelling Muni.",16877,1
Spoiled Broadway star loves blind pianist. Surprisingly trim and steady.,16878,1
Crooks dupe a switchboard operator.,16879,1
"This movie starring Brittany Murphy as an ambitious associate producer  of a trashy television talk show aspires to be a dewy-eyed self-help fable for ambitious  young women folded into a mean-spirited satire of Jerry Springer-style reality  programming. Offering few laughs and a climactic scene of breathtaking cruelty, the plot-heavy movie draws you against your will into its malignant force field. Almost from the  beginning, the film's sugary and rancid strains work against each other. To put it another  way, &quot;Little Black Book&quot; would like to be a wised-up but still starry-eyed &quot;Working Girl&quot;  and a more acerbic &quot;Broadcast News.&quot; In trying to be both things at once, it can't hold a candle to either forerunner. Batting her large vacant eyes and sucking  her lower lip into a pout, Ms. Murphy suggests a dumbed-down Meg Ryan with a gloss  of Melanie Griffith. — Stephen Holden",16880,1
"In the documentary “The Other Dream Team,” political history and sports mania merge.",16881,1
Father of kidnap victim ordered to kill governor. Slow.,16882,1
"“The Interrupters,” a documentary by Steve James, takes a look at a gutsy, activist component of the Chicago Project for Violence Prevention.",16883,1
"In Simon Brand&#8217;s film &#8220;Default,&#8221; created from found footage, a pirate who wants to be called &#8220;terrorist&#8221; makes an unusual proposition.",16884,1
Bickering among self-absorbed Parisians. Well acted and directed.,16885,1
The nanny is a witch. Like Thirtysomething'' with Druids. Confused.,16886,1
In “Firehouse Dog” a pampered Hollywood pooch trades his movie-star lifestyle for a run-down firehouse sadly in need of a mascot.,16887,1
“Paraísos Artificiales” watches as a heroin addict and a marijuana enthusiast hang out in a Mexican beach town.,16888,1
Lana's lavish lemon. Dreadful.,16889,1
"Cuckolded schoolmaster, from Rattigan's play. Stately retread, updated in vain.",16890,1
"In this caper by Lawrence Michael Levine, a young Brooklyn couple suspect the worst after a neighbor is found dead.",16891,1
Mass murderer tricks his psychiatrist.,16892,1
"Heisting again, 30 years later. Good bad guys, slow going.",16893,1
War veterans terrorize farm couple. Embarrassingly bad.,16894,1
"Plastic, one of the most ubiquitous materials on earth, is the target of “Plastic Planet,” an environmental warning by the Austrian filmmaker Werner Boothe.",16895,1
"Housewife turned abortionist. Gripping and different, via Chabrol, with fine Isabelle. Icily haunting, beautifully delineated.",16896,1
